customer_id,cust_gender,cust_size,cust_skin_tone,cust_pref_color,cust_occasion,prod_category,prod_subcategory,prod_material,prod_color,prod_price,liked
1,Female,S,Warm,green,Casual,Newborn,Set,Georgette,teal,2999.0,0
1,Female,S,Warm,green,Casual,Men,T-Shirt,Linen,red,499.0,1
1,Female,S,Warm,green,Casual,Newborn,Onesie,Cotton,yellow,1999.0,0
1,Female,S,Warm,green,Casual,Women,Kurti,Denim,mustard,4999.0,1
1,Female,S,Warm,green,Casual,Men,Blazer,Denim,pink,699.0,0
1,Female,S,Warm,green,Casual,Women,Salwar,Denim,burgundy,699.0,1
1,Female,S,Warm,green,Casual,Newborn,Romper,Rayon,gold,699.0,0
1,Female,S,Warm,green,Casual,Men,Shirt,Rayon,peach,1999.0,0
1,Female,S,Warm,green,Casual,Kids,T-Shirt,Silk,white,999.0,0
2,Female,L,Medium,yellow,Festival,Women,Salwar,Cotton,cream,999.0,0
2,Female,L,Medium,yellow,Festival,Men,Trousers,Linen,magenta,699.0,0
2,Female,L,Medium,yellow,Festival,Men,Blazer,Georgette,black,2999.0,0
2,Female,L,Medium,yellow,Festival,Kids,T-Shirt,Georgette,gold,4999.0,0
2,Female,L,Medium,yellow,Festival,Women,Saree,Denim,burgundy,499.0,1
2,Female,L,Medium,yellow,Festival,Kids,Frock,Georgette,black,499.0,0
2,Female,L,Medium,yellow,Festival,Women,Dress,Linen,yellow,1999.0,1
2,Female,L,Medium,yellow,Festival,Newborn,Onesie,Denim,coral,699.0,0
2,Female,L,Medium,yellow,Festival,Newborn,Set,Georgette,teal,2999.0,1
2,Female,L,Medium,yellow,Festival,Men,Blazer,Rayon,red,1299.0,0
2,Female,L,Medium,yellow,Festival,Kids,T-Shirt,Silk,olive,499.0,0
2,Female,L,Medium,yellow,Festival,Kids,Ethnic,Rayon,royal blue,4999.0,0
2,Female,L,Medium,yellow,Festival,Men,Blazer,Wool,white,499.0,0
2,Female,L,Medium,yellow,Festival,Men,Shirt,Wool,peach,1999.0,0
2,Female,L,Medium,yellow,Festival,Newborn,Set,Rayon,blue,999.0,0
2,Female,L,Medium,yellow,Festival,Women,Top,Rayon,teal,1999.0,1
2,Female,L,Medium,yellow,Festival,Men,T-Shirt,Rayon,peach,1999.0,0
2,Female,L,Medium,yellow,Festival,Newborn,Romper,Wool,coral,1999.0,0
2,Female,L,Medium,yellow,Festival,Women,Dress,Linen,olive,499.0,1
2,Female,L,Medium,yellow,Festival,Women,Salwar,Cotton,coral,1999.0,1
2,Female,L,Medium,yellow,Festival,Kids,Shorts,Georgette,cream,1999.0,0
2,Female,L,Medium,yellow,Festival,Women,Saree,Denim,peach,1999.0,1
2,Female,L,Medium,yellow,Festival,Men,Shirt,Linen,green,1299.0,0
2,Female,L,Medium,yellow,Festival,Men,Shirt,Linen,blue,1299.0,0
2,Female,L,Medium,yellow,Festival,Men,Blazer,Linen,teal,999.0,1
3,Female,M,Warm,gold,Festival,Kids,Ethnic,Silk,coral,4999.0,0
3,Female,M,Warm,gold,Festival,Newborn,Romper,Rayon,gold,699.0,0
3,Female,M,Warm,gold,Festival,Women,Kurti,Silk,magenta,699.0,0
3,Female,M,Warm,gold,Festival,Newborn,Set,Rayon,burgundy,999.0,0
3,Female,M,Warm,gold,Festival,Men,Shirt,Rayon,peach,1999.0,0
3,Female,M,Warm,gold,Festival,Men,Shirt,Georgette,olive,499.0,0
3,Female,M,Warm,gold,Festival,Women,Kurti,Rayon,red,499.0,1
3,Female,M,Warm,gold,Festival,Men,Blazer,Linen,teal,999.0,0
3,Female,M,Warm,gold,Festival,Men,Blazer,Rayon,red,1299.0,1
3,Female,M,Warm,gold,Festival,Kids,Ethnic,Wool,white,1299.0,0
3,Female,M,Warm,gold,Festival,Newborn,Onesie,Linen,burgundy,999.0,0
3,Female,M,Warm,gold,Festival,Kids,T-Shirt,Denim,navy,1999.0,0
3,Female,M,Warm,gold,Festival,Newborn,Onesie,Denim,yellow,4999.0,0
3,Female,M,Warm,gold,Festival,Newborn,Romper,Wool,burgundy,299.0,0
3,Female,M,Warm,gold,Festival,Men,Blazer,Denim,pink,699.0,0
3,Female,M,Warm,gold,Festival,Newborn,Romper,Wool,burgundy,999.0,1
3,Female,M,Warm,gold,Festival,Newborn,Set,Rayon,blue,999.0,0
3,Female,M,Warm,gold,Festival,Kids,Ethnic,Cotton,olive,1999.0,1
3,Female,M,Warm,gold,Festival,Men,Trousers,Linen,magenta,699.0,0
3,Female,M,Warm,gold,Festival,Women,Top,Cotton,green,2999.0,1
3,Female,M,Warm,gold,Festival,Kids,T-Shirt,Cotton,black,499.0,0
3,Female,M,Warm,gold,Festival,Kids,Frock,Cotton,peach,1299.0,0
3,Female,M,Warm,gold,Festival,Women,Top,Georgette,peach,999.0,1
3,Female,M,Warm,gold,Festival,Kids,Frock,Wool,burgundy,999.0,0
3,Female,M,Warm,gold,Festival,Men,Blazer,Wool,white,499.0,0
4,Female,Free Size,Fair,mustard,Casual,Men,Trousers,Rayon,navy,1999.0,0
4,Female,Free Size,Fair,mustard,Casual,Women,Dress,Linen,yellow,1999.0,1
4,Female,Free Size,Fair,mustard,Casual,Newborn,Onesie,Linen,pink,1299.0,0
4,Female,Free Size,Fair,mustard,Casual,Women,Kurti,Silk,burgundy,4999.0,0
4,Female,Free Size,Fair,mustard,Casual,Women,Dress,Rayon,mustard,999.0,1
4,Female,Free Size,Fair,mustard,Casual,Kids,Ethnic,Silk,burgundy,999.0,0
4,Female,Free Size,Fair,mustard,Casual,Women,Top,Silk,gold,4999.0,0
4,Female,Free Size,Fair,mustard,Casual,Kids,T-Shirt,Denim,burgundy,1299.0,0
4,Female,Free Size,Fair,mustard,Casual,Men,Kurta,Silk,teal,1299.0,0
4,Female,Free Size,Fair,mustard,Casual,Newborn,Romper,Wool,burgundy,299.0,1
4,Female,Free Size,Fair,mustard,Casual,Newborn,Onesie,Denim,royal blue,699.0,0
4,Female,Free Size,Fair,mustard,Casual,Newborn,Onesie,Silk,blue,299.0,0
4,Female,Free Size,Fair,mustard,Casual,Newborn,Onesie,Denim,coral,699.0,1
4,Female,Free Size,Fair,mustard,Casual,Kids,T-Shirt,Rayon,olive,999.0,0
4,Female,Free Size,Fair,mustard,Casual,Women,Salwar,Cotton,coral,1999.0,1
4,Female,Free Size,Fair,mustard,Casual,Women,Salwar,Wool,navy,4999.0,0
4,Female,Free Size,Fair,mustard,Casual,Newborn,Romper,Rayon,gold,699.0,0
4,Female,Free Size,Fair,mustard,Casual,Women,Saree,Denim,burgundy,499.0,0
4,Female,Free Size,Fair,mustard,Casual,Men,Kurta,Silk,red,4999.0,0
4,Female,Free Size,Fair,mustard,Casual,Newborn,Set,Rayon,burgundy,4999.0,0
4,Female,Free Size,Fair,mustard,Casual,Men,T-Shirt,Rayon,peach,1999.0,0
4,Female,Free Size,Fair,mustard,Casual,Women,Salwar,Denim,burgundy,2999.0,0
4,Female,Free Size,Fair,mustard,Casual,Women,Dress,Georgette,green,299.0,0
4,Female,Free Size,Fair,mustard,Casual,Kids,Ethnic,Wool,white,1299.0,0
4,Female,Free Size,Fair,mustard,Casual,Women,Salwar,Denim,magenta,4999.0,1
5,Male,M,Light,pink,Daily,Newborn,Romper,Cotton,pink,999.0,1
5,Male,M,Light,pink,Daily,Kids,Ethnic,Silk,burgundy,999.0,0
5,Male,M,Light,pink,Daily,Kids,Frock,Cotton,peach,1299.0,1
5,Male,M,Light,pink,Daily,Kids,T-Shirt,Denim,blue,299.0,0
5,Male,M,Light,pink,Daily,Newborn,Set,Rayon,burgundy,999.0,1
5,Male,M,Light,pink,Daily,Newborn,Onesie,Denim,coral,699.0,1
5,Male,M,Light,pink,Daily,Women,Kurti,Linen,yellow,299.0,0
5,Male,M,Light,pink,Daily,Women,Saree,Cotton,cream,999.0,0
5,Male,M,Light,pink,Daily,Women,Dress,Silk,black,1299.0,1
5,Male,M,Light,pink,Daily,Kids,Frock,Linen,peach,699.0,1
5,Male,M,Light,pink,Daily,Men,Shirt,Rayon,peach,1999.0,1
5,Male,M,Light,pink,Daily,Kids,Ethnic,Cotton,red,1999.0,0
5,Male,M,Light,pink,Daily,Men,Blazer,Wool,white,499.0,1
5,Male,M,Light,pink,Daily,Women,Salwar,Denim,burgundy,2999.0,0
5,Male,M,Light,pink,Daily,Men,Blazer,Denim,pink,699.0,1
5,Male,M,Light,pink,Daily,Men,Kurta,Silk,teal,1299.0,1
5,Male,M,Light,pink,Daily,Newborn,Romper,Linen,peach,4999.0,0
5,Male,M,Light,pink,Daily,Newborn,Onesie,Linen,pink,1299.0,1
5,Male,M,Light,pink,Daily,Kids,Ethnic,Wool,teal,499.0,0
5,Male,M,Light,pink,Daily,Newborn,Onesie,Denim,cream,499.0,1
5,Male,M,Light,pink,Daily,Women,Salwar,Denim,burgundy,699.0,0
5,Male,M,Light,pink,Daily,Women,Salwar,Cotton,coral,1999.0,1
5,Male,M,Light,pink,Daily,Kids,Frock,Cotton,lavender,499.0,0
5,Male,M,Light,pink,Daily,Newborn,Set,Rayon,white,2999.0,0
5,Male,M,Light,pink,Daily,Kids,T-Shirt,Silk,white,999.0,0
6,Male,Free Size,Fair,black,Wedding,Kids,Ethnic,Wool,white,1299.0,1
6,Male,Free Size,Fair,black,Wedding,Kids,Frock,Cotton,lavender,499.0,1
6,Male,Free Size,Fair,black,Wedding,Men,Kurta,Silk,navy,299.0,1
6,Male,Free Size,Fair,black,Wedding,Women,Lehenga,Denim,pink,299.0,1
6,Male,Free Size,Fair,black,Wedding,Women,Top,Rayon,magenta,699.0,1
6,Male,Free Size,Fair,black,Wedding,Newborn,Set,Wool,yellow,2999.0,0
6,Male,Free Size,Fair,black,Wedding,Women,Kurti,Silk,burgundy,4999.0,0
6,Male,Free Size,Fair,black,Wedding,Newborn,Set,Rayon,burgundy,999.0,0
6,Male,Free Size,Fair,black,Wedding,Newborn,Onesie,Cotton,yellow,1999.0,0
6,Male,Free Size,Fair,black,Wedding,Newborn,Onesie,Denim,coral,699.0,0
6,Male,Free Size,Fair,black,Wedding,Women,Salwar,Rayon,gold,4999.0,0
6,Male,Free Size,Fair,black,Wedding,Men,Trousers,Linen,magenta,699.0,1
6,Male,Free Size,Fair,black,Wedding,Men,Trousers,Denim,lavender,1299.0,1
6,Male,Free Size,Fair,black,Wedding,Women,Dress,Denim,pink,1299.0,0
6,Male,Free Size,Fair,black,Wedding,Kids,T-Shirt,Silk,white,999.0,0
6,Male,Free Size,Fair,black,Wedding,Men,Trousers,Cotton,royal blue,1999.0,1
6,Male,Free Size,Fair,black,Wedding,Men,T-Shirt,Linen,red,499.0,1
6,Male,Free Size,Fair,black,Wedding,Newborn,Romper,Denim,navy,1299.0,0
6,Male,Free Size,Fair,black,Wedding,Newborn,Romper,Wool,coral,1999.0,0
6,Male,Free Size,Fair,black,Wedding,Men,Shirt,Linen,green,1299.0,0
6,Male,Free Size,Fair,black,Wedding,Kids,T-Shirt,Silk,olive,499.0,0
6,Male,Free Size,Fair,black,Wedding,Women,Salwar,Cotton,coral,1999.0,0
6,Male,Free Size,Fair,black,Wedding,Men,Shirt,Rayon,gold,999.0,1
6,Male,Free Size,Fair,black,Wedding,Newborn,Set,Rayon,burgundy,4999.0,0
6,Male,Free Size,Fair,black,Wedding,Women,Kurti,Silk,magenta,699.0,0
7,Male,XL,Light,black,Wedding,Newborn,Romper,Rayon,mustard,4999.0,0
7,Male,XL,Light,black,Wedding,Women,Salwar,Cotton,magenta,299.0,0
7,Male,XL,Light,black,Wedding,Kids,Ethnic,Cotton,red,1999.0,0
7,Male,XL,Light,black,Wedding,Kids,Frock,Rayon,lavender,499.0,0
7,Male,XL,Light,black,Wedding,Kids,Ethnic,Cotton,olive,1999.0,0
7,Male,XL,Light,black,Wedding,Women,Dress,Silk,black,1299.0,1
7,Male,XL,Light,black,Wedding,Women,Kurti,Rayon,red,499.0,0
7,Male,XL,Light,black,Wedding,Men,Blazer,Linen,teal,999.0,1
7,Male,XL,Light,black,Wedding,Women,Dress,Cotton,black,1999.0,1
7,Male,XL,Light,black,Wedding,Men,Kurta,Silk,navy,299.0,1
7,Male,XL,Light,black,Wedding,Women,Saree,Denim,burgundy,499.0,0
7,Male,XL,Light,black,Wedding,Men,Trousers,Cotton,royal blue,1999.0,1
7,Male,XL,Light,black,Wedding,Kids,Ethnic,Georgette,black,1299.0,1
7,Male,XL,Light,black,Wedding,Newborn,Romper,Silk,lavender,1999.0,0
7,Male,XL,Light,black,Wedding,Men,Shirt,Linen,green,1299.0,1
7,Male,XL,Light,black,Wedding,Women,Kurti,Denim,white,699.0,0
7,Male,XL,Light,black,Wedding,Kids,Ethnic,Silk,coral,4999.0,1
7,Male,XL,Light,black,Wedding,Kids,Ethnic,Rayon,burgundy,1999.0,1
7,Male,XL,Light,black,Wedding,Kids,Frock,Cotton,lavender,499.0,0
7,Male,XL,Light,black,Wedding,Newborn,Romper,Cotton,pink,999.0,1
7,Male,XL,Light,black,Wedding,Men,Shirt,Rayon,gold,999.0,0
7,Male,XL,Light,black,Wedding,Women,Dress,Linen,yellow,1999.0,0
7,Male,XL,Light,black,Wedding,Kids,Frock,Cotton,peach,1299.0,0
7,Male,XL,Light,black,Wedding,Newborn,Set,Rayon,burgundy,4999.0,0
7,Male,XL,Light,black,Wedding,Newborn,Onesie,Cotton,yellow,2999.0,0
8,Female,XXL,Fair,navy,Wedding,Newborn,Romper,Cotton,pink,999.0,1
8,Female,XXL,Fair,navy,Wedding,Men,T-Shirt,Linen,red,499.0,0
8,Female,XXL,Fair,navy,Wedding,Newborn,Onesie,Denim,coral,699.0,0
8,Female,XXL,Fair,navy,Wedding,Newborn,Romper,Silk,black,499.0,0
8,Female,XXL,Fair,navy,Wedding,Women,Dress,Linen,yellow,1999.0,0
8,Female,XXL,Fair,navy,Wedding,Kids,Frock,Wool,burgundy,999.0,0
8,Female,XXL,Fair,navy,Wedding,Newborn,Romper,Wool,burgundy,299.0,0
8,Female,XXL,Fair,navy,Wedding,Women,Dress,Cotton,black,1999.0,0
8,Female,XXL,Fair,navy,Wedding,Men,Kurta,Silk,red,4999.0,0
8,Female,XXL,Fair,navy,Wedding,Newborn,Romper,Wool,burgundy,999.0,0
8,Female,XXL,Fair,navy,Wedding,Men,Shirt,Wool,peach,1999.0,1
8,Female,XXL,Fair,navy,Wedding,Newborn,Set,Georgette,teal,699.0,0
8,Female,XXL,Fair,navy,Wedding,Men,Trousers,Silk,green,4999.0,0
8,Female,XXL,Fair,navy,Wedding,Men,T-Shirt,Rayon,green,2999.0,0
8,Female,XXL,Fair,navy,Wedding,Kids,Shorts,Silk,gold,499.0,0
8,Female,XXL,Fair,navy,Wedding,Newborn,Onesie,Denim,royal blue,699.0,0
8,Female,XXL,Fair,navy,Wedding,Men,Trousers,Linen,magenta,699.0,0
8,Female,XXL,Fair,navy,Wedding,Women,Dress,Silk,black,1299.0,1
8,Female,XXL,Fair,navy,Wedding,Kids,T-Shirt,Cotton,black,499.0,0
8,Female,XXL,Fair,navy,Wedding,Men,Blazer,Rayon,red,1299.0,0
8,Female,XXL,Fair,navy,Wedding,Kids,Ethnic,Georgette,black,1299.0,1
8,Female,XXL,Fair,navy,Wedding,Newborn,Romper,Rayon,mustard,4999.0,0
8,Female,XXL,Fair,navy,Wedding,Women,Salwar,Denim,burgundy,699.0,1
8,Female,XXL,Fair,navy,Wedding,Women,Kurti,Silk,burgundy,4999.0,0
8,Female,XXL,Fair,navy,Wedding,Kids,Ethnic,Rayon,royal blue,4999.0,0
9,Female,XXL,Medium,royal blue,Wedding,Newborn,Set,Wool,yellow,2999.0,0
9,Female,XXL,Medium,royal blue,Wedding,Women,Top,Cotton,green,2999.0,0
9,Female,XXL,Medium,royal blue,Wedding,Women,Salwar,Cotton,cream,999.0,1
9,Female,XXL,Medium,royal blue,Wedding,Women,Saree,Denim,burgundy,499.0,1
9,Female,XXL,Medium,royal blue,Wedding,Men,Trousers,Linen,lavender,1299.0,0
9,Female,XXL,Medium,royal blue,Wedding,Men,Kurta,Silk,navy,299.0,0
9,Female,XXL,Medium,royal blue,Wedding,Women,Salwar,Denim,burgundy,2999.0,1
9,Female,XXL,Medium,royal blue,Wedding,Men,Blazer,Denim,pink,699.0,1
9,Female,XXL,Medium,royal blue,Wedding,Newborn,Romper,Wool,burgundy,999.0,0
9,Female,XXL,Medium,royal blue,Wedding,Women,Dress,Georgette,green,299.0,0
9,Female,XXL,Medium,royal blue,Wedding,Men,Shirt,Georgette,olive,499.0,1
9,Female,XXL,Medium,royal blue,Wedding,Kids,Ethnic,Wool,teal,499.0,1
9,Female,XXL,Medium,royal blue,Wedding,Women,Top,Rayon,teal,1999.0,1
9,Female,XXL,Medium,royal blue,Wedding,Newborn,Romper,Linen,peach,4999.0,0
9,Female,XXL,Medium,royal blue,Wedding,Newborn,Onesie,Linen,pink,1299.0,0
9,Female,XXL,Medium,royal blue,Wedding,Newborn,Romper,Rayon,mustard,4999.0,0
9,Female,XXL,Medium,royal blue,Wedding,Women,Salwar,Cotton,coral,1999.0,1
9,Female,XXL,Medium,royal blue,Wedding,Newborn,Romper,Denim,navy,1299.0,0
9,Female,XXL,Medium,royal blue,Wedding,Kids,Frock,Georgette,black,499.0,0
9,Female,XXL,Medium,royal blue,Wedding,Newborn,Romper,Linen,coral,2999.0,0
9,Female,XXL,Medium,royal blue,Wedding,Men,Blazer,Wool,white,499.0,1
9,Female,XXL,Medium,royal blue,Wedding,Women,Kurti,Cotton,cream,999.0,1
9,Female,XXL,Medium,royal blue,Wedding,Kids,Frock,Cotton,peach,1299.0,0
9,Female,XXL,Medium,royal blue,Wedding,Kids,T-Shirt,Rayon,olive,999.0,1
9,Female,XXL,Medium,royal blue,Wedding,Men,Trousers,Cotton,royal blue,1999.0,1
10,Male,Free Size,Light,coral,Casual,Newborn,Romper,Silk,lavender,1999.0,0
10,Male,Free Size,Light,coral,Casual,Women,Kurti,Rayon,red,499.0,0
10,Male,Free Size,Light,coral,Casual,Newborn,Romper,Wool,burgundy,999.0,0
10,Male,Free Size,Light,coral,Casual,Women,Lehenga,Denim,pink,299.0,0
10,Male,Free Size,Light,coral,Casual,Women,Salwar,Cotton,cream,999.0,0
10,Male,Free Size,Light,coral,Casual,Men,Kurta,Silk,teal,1299.0,1
10,Male,Free Size,Light,coral,Casual,Kids,T-Shirt,Georgette,gold,4999.0,0
10,Male,Free Size,Light,coral,Casual,Newborn,Set,Georgette,teal,699.0,0
10,Male,Free Size,Light,coral,Casual,Kids,T-Shirt,Silk,white,999.0,0
10,Male,Free Size,Light,coral,Casual,Newborn,Set,Georgette,pink,4999.0,0
10,Male,Free Size,Light,coral,Casual,Men,Shirt,Rayon,peach,1999.0,1
10,Male,Free Size,Light,coral,Casual,Women,Salwar,Denim,burgundy,2999.0,0
10,Male,Free Size,Light,coral,Casual,Newborn,Onesie,Denim,royal blue,699.0,0
10,Male,Free Size,Light,coral,Casual,Men,T-Shirt,Linen,red,499.0,0
10,Male,Free Size,Light,coral,Casual,Men,T-Shirt,Rayon,peach,1999.0,1
10,Male,Free Size,Light,coral,Casual,Kids,Ethnic,Cotton,red,1999.0,0
10,Male,Free Size,Light,coral,Casual,Men,Blazer,Linen,teal,999.0,0
10,Male,Free Size,Light,coral,Casual,Newborn,Set,Silk,gold,299.0,0
10,Male,Free Size,Light,coral,Casual,Newborn,Onesie,Cotton,yellow,2999.0,0
10,Male,Free Size,Light,coral,Casual,Kids,T-Shirt,Rayon,olive,999.0,0
10,Male,Free Size,Light,coral,Casual,Kids,Ethnic,Rayon,royal blue,4999.0,1
10,Male,Free Size,Light,coral,Casual,Women,Top,Rayon,teal,1999.0,0
10,Male,Free Size,Light,coral,Casual,Newborn,Romper,Wool,coral,1999.0,1
10,Male,Free Size,Light,coral,Casual,Kids,Ethnic,Wool,teal,499.0,0
10,Male,Free Size,Light,coral,Casual,Newborn,Romper,Silk,black,499.0,0
11,Male,M,Dark,magenta,Festival,Newborn,Romper,Linen,coral,2999.0,0
11,Male,M,Dark,magenta,Festival,Women,Salwar,Rayon,gold,4999.0,0
11,Male,M,Dark,magenta,Festival,Women,Salwar,Denim,burgundy,2999.0,0
11,Male,M,Dark,magenta,Festival,Kids,Ethnic,Rayon,burgundy,1999.0,0
11,Male,M,Dark,magenta,Festival,Newborn,Romper,Denim,navy,1299.0,0
11,Male,M,Dark,magenta,Festival,Men,T-Shirt,Rayon,green,2999.0,0
11,Male,M,Dark,magenta,Festival,Kids,T-Shirt,Georgette,gold,4999.0,0
11,Male,M,Dark,magenta,Festival,Women,Salwar,Wool,navy,4999.0,0
11,Male,M,Dark,magenta,Festival,Newborn,Romper,Cotton,pink,999.0,0
11,Male,M,Dark,magenta,Festival,Newborn,Romper,Rayon,gold,699.0,1
11,Male,M,Dark,magenta,Festival,Kids,Shorts,Georgette,cream,1999.0,0
11,Male,M,Dark,magenta,Festival,Women,Salwar,Denim,magenta,4999.0,1
11,Male,M,Dark,magenta,Festival,Newborn,Onesie,Denim,yellow,4999.0,0
11,Male,M,Dark,magenta,Festival,Women,Top,Rayon,teal,1999.0,0
11,Male,M,Dark,magenta,Festival,Men,Blazer,Linen,teal,1299.0,1
11,Male,M,Dark,magenta,Festival,Women,Top,Cotton,green,2999.0,0
11,Male,M,Dark,magenta,Festival,Newborn,Romper,Wool,coral,1999.0,0
11,Male,M,Dark,magenta,Festival,Men,Shirt,Georgette,olive,499.0,0
11,Male,M,Dark,magenta,Festival,Newborn,Set,Denim,royal blue,999.0,0
11,Male,M,Dark,magenta,Festival,Newborn,Romper,Linen,peach,4999.0,0
11,Male,M,Dark,magenta,Festival,Kids,T-Shirt,Cotton,black,499.0,0
11,Male,M,Dark,magenta,Festival,Newborn,Set,Georgette,pink,4999.0,0
11,Male,M,Dark,magenta,Festival,Women,Kurti,Denim,mustard,4999.0,0
11,Male,M,Dark,magenta,Festival,Men,Shirt,Wool,peach,1999.0,0
11,Male,M,Dark,magenta,Festival,Men,Trousers,Linen,magenta,699.0,1
12,Male,XS,Dark,black,Casual,Men,Shirt,Rayon,peach,1999.0,1
12,Male,XS,Dark,black,Casual,Women,Kurti,Denim,mustard,4999.0,0
12,Male,XS,Dark,black,Casual,Newborn,Onesie,Denim,yellow,4999.0,0
12,Male,XS,Dark,black,Casual,Kids,Ethnic,Wool,white,1299.0,0
12,Male,XS,Dark,black,Casual,Newborn,Onesie,Cotton,yellow,1999.0,0
12,Male,XS,Dark,black,Casual,Newborn,Set,Wool,yellow,2999.0,0
12,Male,XS,Dark,black,Casual,Newborn,Set,Silk,gold,299.0,0
12,Male,XS,Dark,black,Casual,Newborn,Onesie,Denim,coral,699.0,1
12,Male,XS,Dark,black,Casual,Women,Salwar,Cotton,cream,999.0,0
12,Male,XS,Dark,black,Casual,Women,Dress,Cotton,black,1999.0,1
12,Male,XS,Dark,black,Casual,Kids,T-Shirt,Denim,navy,1999.0,0
12,Male,XS,Dark,black,Casual,Men,Trousers,Rayon,olive,499.0,1
12,Male,XS,Dark,black,Casual,Kids,T-Shirt,Silk,olive,499.0,0
12,Male,XS,Dark,black,Casual,Newborn,Onesie,Denim,royal blue,699.0,0
12,Male,XS,Dark,black,Casual,Newborn,Set,Georgette,teal,699.0,0
12,Male,XS,Dark,black,Casual,Kids,Ethnic,Cotton,red,1999.0,1
12,Male,XS,Dark,black,Casual,Newborn,Romper,Wool,coral,1999.0,1
12,Male,XS,Dark,black,Casual,Newborn,Onesie,Denim,cream,499.0,0
12,Male,XS,Dark,black,Casual,Newborn,Set,Rayon,blue,999.0,0
12,Male,XS,Dark,black,Casual,Men,T-Shirt,Rayon,coral,999.0,1
12,Male,XS,Dark,black,Casual,Women,Kurti,Denim,white,699.0,1
12,Male,XS,Dark,black,Casual,Women,Salwar,Silk,red,1999.0,0
12,Male,XS,Dark,black,Casual,Women,Top,Cotton,green,2999.0,0
12,Male,XS,Dark,black,Casual,Women,Top,Georgette,peach,999.0,0
12,Male,XS,Dark,black,Casual,Women,Lehenga,Wool,white,999.0,1
13,Female,Free Size,Deep,red,Office,Newborn,Romper,Silk,lavender,1999.0,0
13,Female,Free Size,Deep,red,Office,Kids,Ethnic,Rayon,royal blue,4999.0,0
13,Female,Free Size,Deep,red,Office,Newborn,Set,Georgette,pink,4999.0,0
